timestamp,steer,accel,brake,gear,speedX,speedY,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
449.392,-0.09128,0.99998,0.00000,1,5.2804,-0.0712,0.33297,0.01037,5236.0,0.0,5.7195,12.7275,22.9891,137.1010,89.4353,76.2539,70.7146,66.4985,63.7878,61.2938,58.9919,56.8608,54.1300,51.3227,46.7968,39.7193,30.8019,22.6242,11.1952,4.1791,4.2534,6.1247,6.1247,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.410,-0.09128,0.99998,0.00000,1,6.1426,-0.0825,0.33284,0.01072,5236.0,0.0,5.7227,12.7458,23.0920,136.5350,89.1789,76.0618,70.5470,66.3483,63.6483,61.1637,58.8704,56.7470,54.0258,51.2277,46.7159,39.6558,30.7579,22.5986,11.1902,5.0658,5.1649,7.2038,7.2038,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.431,-0.09128,0.99998,0.00000,1,6.9807,-0.0929,0.33270,0.01113,5236.0,0.0,5.7263,12.7672,23.2132,135.8850,88.8831,75.8401,70.3533,66.1749,63.4871,61.0139,58.7301,56.6156,53.9054,51.1179,46.6225,39.5826,30.7071,22.5689,11.1845,6.1086,6.2535,8.4278,8.4278,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.450,-0.09128,0.96328,0.00000,1,7.8024,-0.1025,0.33253,0.01159,5236.0,0.0,5.7305,12.7917,23.3548,135.1500,88.5474,75.5888,70.1336,65.9781,63.3044,60.8437,58.5711,56.4665,53.7685,50.9933,46.5164,39.4993,30.6493,22.5352,11.1780,7.1313,7.2691,9.8837,9.8837,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.472,-0.09128,0.92524,0.00000,1,8.6183,-0.1120,0.33234,0.01212,5236.0,0.0,5.7352,12.8195,23.5166,134.3330,88.1740,75.3084,69.8891,65.7584,63.1006,60.6536,58.3937,56.3001,53.6160,50.8545,46.3981,39.4062,30.5848,22.4975,11.1707,8.1002,8.2460,11.0468,11.0468,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.492,-0.09128,0.92863,0.00000,1,9.4386,-0.1220,0.33212,0.01270,5236.0,0.0,5.7405,12.8506,23.7016,133.4370,87.7628,74.9998,69.6190,65.5167,62.8761,60.4443,58.1980,56.1169,53.4478,50.7011,46.2676,39.3036,30.5136,22.4558,11.1626,8.9097,9.0413,11.8323,11.8323,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.511,-0.09128,0.88825,0.00000,1,10.2646,-0.1323,0.33188,0.01334,5236.0,0.0,5.7463,12.8850,23.9110,132.4670,87.3158,74.6638,69.3253,65.2534,62.6314,60.2162,57.9849,55.9169,53.2644,50.5340,46.1253,39.1913,30.4357,22.4102,11.1537,9.5642,9.6913,12.6864,12.6864,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.531,-0.09128,0.93564,0.00000,1,11.0915,-0.1429,0.33162,0.01403,5236.0,0.0,5.7526,12.9229,24.1466,131.4290,86.8352,74.3022,69.0091,64.9693,62.3675,59.9703,57.7548,55.7012,53.0666,50.3536,45.9716,39.0700,30.3516,22.3609,11.1440,10.1636,10.3031,13.0551,13.0551,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.549,-0.09128,0.88200,0.00000,1,11.9140,-0.1535,0.33133,0.01477,5236.0,0.0,5.7595,12.9642,24.4112,130.3280,86.3230,73.9161,68.6710,64.6662,62.0855,59.7073,57.5088,55.4705,52.8547,50.1605,45.8069,38.9401,30.2613,22.3078,11.1335,10.8097,10.9708,13.9802,13.9802,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
449.576,-0.09128,0.96524,0.00000,1,12.8165,-0.1651,0.33098,0.01565,5236.0,0.0,5.7678,13.0138,24.7399,129.0490,85.7244,73.4642,68.2751,64.3106,61.7550,59.3989,57.2202,55.1997,52.6061,49.9337,45.6135,38.7868,30.1550,22.2454,11.1211,11.5246,11.7203,14.2962,14.2962,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
