time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
126.332,-0.0979,1.0000,0.0000,1,11.45,0.3315,0.0148,5236.0,0.0,5.7584,12.9598,24.3662,130.3710,86.3653,73.9557,68.7088,64.7030,62.1213,59.7422,57.5428,55.5038,52.8871,50.1916,45.8361,38.9641,30.2770,22.3160,11.1344
126.535,-0.0979,1.0000,0.0000,2,19.15,0.3267,0.0266,5264.2,0.0,5.8712,13.6687,31.7964,115.0880,79.0250,68.3783,63.8109,60.2962,58.0189,55.9115,53.9557,52.1362,49.7916,47.3660,43.4227,37.0396,28.9380,21.5214,10.9698
126.735,-0.0979,1.0000,0.0000,2,25.00,0.3171,0.0405,5236.0,0.0,6.0444,14.8129,200.0000,100.2110,71.2683,62.3286,58.4355,55.4155,53.4474,51.6181,49.9135,48.3215,46.2617,44.1205,40.6161,34.7549,27.3406,20.5540,10.7495
126.937,0.0000,1.0000,0.0000,2,31.62,0.3014,0.0531,5236.0,0.0,6.2687,16.4721,200.0000,88.2606,64.4642,56.8555,53.5021,50.8843,49.1703,47.5715,46.0769,44.6765,42.8585,40.9611,37.8168,32.4620,25.7247,19.5509,10.4953
127.136,0.0000,1.0000,0.0000,2,38.15,0.2842,0.0530,5236.0,0.0,6.4267,17.7499,200.0000,84.6802,61.8448,54.5440,51.3266,48.8148,47.1703,45.6363,44.2022,42.8587,41.1143,39.2939,36.2874,31.2033,24.8235,18.9731,10.3249
127.337,0.0598,1.0000,0.0000,2,44.70,0.2649,0.0474,5549.4,0.0,6.6093,19.1228,200.0000,83.7970,60.5048,53.1678,49.9511,47.4466,45.8102,44.2863,42.8638,41.5327,39.8072,38.0094,35.0594,30.1779,24.0673,18.4644,10.1438
127.535,0.0972,1.0000,0.0000,2,52.31,0.2481,0.0364,6994.6,0.0,6.7466,19.6187,200.0000,91.0612,63.0063,54.6423,51.0426,48.2679,46.4678,44.8007,43.2520,41.8098,39.9503,38.0243,34.8892,29.9452,23.8526,18.2791,10.0263
127.735,0.0000,1.0000,0.0000,3,57.22,0.2395,0.0159,5456.2,0.0,6.6698,17.8420,200.0000,130.9690,77.7465,64.6684,59.3593,55.3892,52.8684,50.5708,48.4680,46.5366,44.0827,41.5845,37.6083,31.6272,24.9498,18.9198,10.1373
127.943,0.0000,1.0000,0.0000,3,63.04,0.2239,0.0386,6015.7,0.0,6.9863,20.7836,200.0000,122.1260,72.4640,60.2676,55.3175,51.6158,49.2655,47.1235,45.1631,43.3626,41.0755,38.7467,35.0406,29.4663,23.3463,17.8840,9.8165
128.163,0.0000,1.0000,0.0000,3,69.88,0.1888,0.0650,6786.6,0.0,7.5433,26.4317,200.0000,111.8180,66.2964,55.1280,50.5960,47.2076,45.0564,43.0959,41.3019,39.6543,37.5612,35.4305,32.0397,26.9404,21.3961,16.5665,9.3327
128.385,0.0609,1.0000,0.0000,3,77.36,0.1490,0.0191,7854.2,0.0,7.5054,20.6706,49.5097,200.0000,145.7410,97.5837,82.9818,73.3850,67.7913,62.9942,58.8355,55.1958,50.8024,46.5743,40.3062,31.8118,23.6541,17.5763,9.3847
128.606,0.0000,1.0000,0.0000,4,85.88,0.1247,0.0316,7023.9,0.0,7.8357,21.4401,45.6433,200.0000,178.1500,121.0330,97.8903,83.8715,76.0945,69.6422,64.2030,59.5561,54.0832,48.9510,41.5758,32.0019,23.2337,16.9546,9.0886
128.823,0.0000,1.0000,0.0000,4,90.07,0.0803,0.0664,6964.3,0.0,8.5863,23.8555,50.7539,200.0000,170.9720,111.9140,90.4789,77.5025,70.3064,64.3377,59.3071,55.0101,49.9500,45.2060,38.3901,29.5448,21.4464,15.6486,8.4841
