timestamp,steer,accel,brake,gear,speedX,speedY,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
114.762,-0.05002,0.99998,0.00000,1,5.3725,-0.0409,0.33310,0.00974,5236.0,0.0,5.7147,12.6999,22.8594,137.9840,89.8087,76.5237,70.9462,66.7027,63.9755,61.4667,59.1516,57.0089,54.2641,51.4424,46.8958,39.7956,30.8566,22.6579,11.2031,4.8151,4.3604,6.3543,6.3543,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.779,-0.05002,0.99998,0.00000,1,6.2352,-0.0473,0.33301,0.00994,5236.0,0.0,5.7167,12.7113,22.9277,137.6300,89.6416,76.3972,70.8344,66.6019,63.8813,61.3786,59.0690,56.9310,54.1923,51.3768,46.8390,39.7508,30.8260,22.6406,11.2002,5.6841,5.3326,7.4171,7.4171,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.800,-0.05002,0.99998,0.00000,1,7.0746,-0.0520,0.33290,0.01017,5236.0,0.0,5.7190,12.7246,23.0086,137.2170,89.4477,76.2495,70.7049,66.4851,63.7722,61.2766,58.9732,56.8410,54.1090,51.3004,46.7733,39.6989,30.7905,22.6204,11.1967,6.6822,6.4625,8.6477,8.6477,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.821,-0.05002,0.98021,0.00000,1,7.9044,-0.0572,0.33278,0.01043,5236.0,0.0,5.7215,12.7398,23.1010,136.7550,89.2306,76.0837,70.5590,66.3535,63.6495,61.1617,58.8655,56.7396,54.0153,51.2146,46.6993,39.6405,30.7504,22.5976,11.1929,7.5646,7.4614,10.1119,10.1119,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.842,-0.05002,0.86823,0.00000,1,8.7327,-0.0619,0.33265,0.01073,5236.0,0.0,5.7244,12.7568,23.2059,136.2420,88.9888,75.9000,70.3971,66.2074,63.5131,61.0341,58.7458,56.6267,53.9113,51.1192,46.6171,39.5754,30.7060,22.5723,11.1885,8.2598,8.3674,11.4724,11.4724,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.861,-0.05002,0.97189,0.00000,1,9.5629,-0.0676,0.33249,0.01105,5236.0,0.0,5.7276,12.7758,23.3240,135.6790,88.7230,75.6975,70.2186,66.0463,63.3629,60.8935,58.6136,56.5025,53.7966,51.0140,46.5264,39.5037,30.6569,22.5443,11.1837,8.8243,9.0638,11.5845,11.5845,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.884,-0.05002,0.81305,0.00000,1,10.3911,-0.0737,0.33232,0.01140,5236.0,0.0,5.7312,12.7968,23.4564,135.0670,88.4331,75.4767,70.0240,65.8709,63.1990,60.7400,58.4695,56.3668,53.6716,50.8993,46.4276,39.4255,30.6033,22.5137,11.1784,9.3885,9.6463,12.9521,12.9521,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.899,-0.05002,0.99998,0.00000,1,11.2129,-0.0799,0.33213,0.01179,5236.0,0.0,5.7350,12.8199,23.6037,134.4070,88.1199,75.2378,69.8139,65.6810,63.0221,60.5743,58.3139,56.2203,53.5360,50.7752,46.3205,39.3408,30.5453,22.4805,11.1726,10.0428,10.2575,12.4564,12.4564,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.919,-0.05002,0.84024,0.00000,1,12.0267,-0.0862,0.33193,0.01220,5236.0,0.0,5.7392,12.8450,23.7658,133.7050,87.7861,74.9832,69.5891,65.4780,62.8326,60.3969,58.1473,56.0635,53.3913,50.6424,46.2059,39.2502,30.4831,22.4449,11.1664,10.7919,10.9558,14.1726,14.1726,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.943,-0.05002,0.99998,0.00000,1,12.9191,-0.0924,0.33168,0.01268,5236.0,0.0,5.7442,12.8751,23.9641,132.8830,87.3937,74.6833,69.3248,65.2394,62.6098,60.1882,57.9513,55.8788,53.2208,50.4857,46.0709,39.1430,30.4098,22.4028,11.1590,11.7030,11.7884,13.9723,13.9723,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.963,-0.05002,0.86613,0.00000,1,13.7314,-0.0981,0.33143,0.01315,5236.0,0.0,5.7491,12.9046,24.1630,132.0970,87.0169,74.3950,69.0704,65.0098,62.3952,59.9871,57.7623,55.7008,53.0564,50.3348,45.9405,39.0398,30.3389,22.3622,11.1519,12.4721,12.5769,15.6938,15.6938,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
114.983,-0.05002,0.99597,0.00000,1,14.5479,-0.1031,0.33116,0.01365,5236.0,0.0,5.7544,12.9365,24.3830,131.2670,86.6185,74.0898,68.8012,64.7664,62.1677,59.7741,57.5622,55.5122,52.8822,50.1747,45.8025,38.9302,30.2637,22.3189,11.1442,13.2308,13.3485,15.8097,15.8097,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
115.003,-0.05002,0.81808,0.00000,1,15.3640,-0.1081,0.33087,0.01418,5236.0,0.0,5.7600,12.9708,24.6252,130.4000,86.1997,73.7688,68.5179,64.5102,61.9286,59.5498,57.3515,55.3134,52.6987,50.0061,45.6568,38.8145,30.1843,22.2732,11.1360,13.9811,14.1060,17.4531,17.4531,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
115.022,-0.05002,0.99998,0.00000,1,16.1796,-0.1130,0.33056,0.01473,5236.0,0.0,5.7660,13.0076,24.8930,129.4920,85.7600,73.4316,68.2200,64.2408,61.6767,59.3137,57.1294,55.1042,52.5053,49.8286,45.5033,38.6927,30.1007,22.2249,11.1274,14.7276,14.8584,17.0118,17.0118,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
115.042,-0.05002,0.85292,0.00000,1,16.9898,-0.1184,0.33022,0.01532,5236.0,0.0,5.7724,13.0469,25.1883,128.5540,85.3032,73.0808,67.9097,63.9601,61.4141,59.0677,56.8980,54.8861,52.3037,49.6433,45.3430,38.5654,30.0132,22.1743,11.1183,15.4647,15.6014,18.7684,18.7684,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
115.063,-0.05002,0.99932,0.00000,2,17.8022,-0.1229,0.32985,0.01593,5236.0,0.0,5.7792,13.0891,25.5172,127.5760,84.8257,72.7134,67.5850,63.6661,61.1394,58.8098,56.6556,54.6575,52.0923,49.4490,45.1749,38.4315,29.9212,22.1211,11.1086,16.2051,16.3487,18.7802,18.7802,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
115.082,-0.05002,0.99998,0.00000,2,18.0862,-0.1348,0.32946,0.01654,5249.4,0.0,5.7862,13.1326,25.8716,126.6030,84.3472,72.3447,67.2584,63.3701,60.8626,58.5501,56.4112,54.4268,51.8787,49.2526,45.0048,38.2961,29.8281,22.0670,11.0988,16.4762,16.6243,15.5508,15.6965,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
