timestamp,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
11.084,0.00000,0.98612,0.00000,1,6.4371,0.33311,0.00880,5236.0,0.0,5.7092,12.6653,22.7211,139.1960,90.2843,76.8559,71.2253,66.9447,64.1945,61.6661,59.3335,57.1754,54.4115,51.5717,46.9979,39.8713,30.9131,22.6952,11.2136
11.182,0.00000,0.89352,0.00000,1,10.5076,0.33276,0.00880,5236.0,0.0,5.7122,12.6845,22.9167,138.6620,89.9383,76.5613,70.9521,66.6879,63.9484,61.4297,59.1062,56.9562,54.2028,51.3739,46.8175,39.7240,30.8180,22.6470,11.2107
11.288,0.00000,0.90015,0.00000,1,14.5905,0.33224,0.00880,5236.0,0.0,5.7166,12.7164,23.2333,137.8580,89.4161,76.1167,70.5403,66.3005,63.5770,61.0729,58.7628,56.6251,53.8881,51.0756,46.5456,39.5015,30.6736,22.5732,11.2063
11.384,0.00000,0.94764,0.00000,2,17.9680,0.33156,0.00880,5249.4,0.0,5.7224,12.7625,23.6852,136.8210,88.7431,75.5435,70.0090,65.8017,63.0984,60.6133,58.3205,56.1990,53.4823,50.6910,46.1952,39.2139,30.4863,22.4761,11.2006
11.484,0.00000,0.99903,0.00000,2,19.8229,0.33081,0.00880,5236.0,0.0,5.7289,12.8212,24.2601,135.6550,87.9883,74.9016,69.4144,65.2426,62.5622,60.0984,57.8252,55.7219,53.0281,50.2606,45.8029,38.8917,30.2749,22.3650,11.1942
11.584,0.00000,0.99998,0.00000,2,23.1189,0.32993,0.00880,5236.0,0.0,5.7364,12.8988,25.0435,134.3060,87.1136,74.1569,68.7242,64.5938,61.9405,59.5008,57.2503,55.1678,52.5011,49.7610,45.3477,38.5163,30.0274,22.2329,11.1867
11.684,0.00000,1.00000,0.00000,2,26.3981,0.32892,0.00880,5236.0,0.0,5.7451,13.0017,26.1592,132.7510,86.1050,73.2986,67.9286,63.8464,61.2236,58.8121,56.5876,54.5292,51.8934,49.1850,44.8228,38.0825,29.7392,22.0763,11.1749
11.786,0.00000,1.00000,0.00000,2,29.7453,0.32776,0.00880,5236.0,0.0,5.7551,13.1396,27.9173,130.9520,84.9384,72.3055,67.0082,62.9811,60.3941,58.0154,55.8209,53.7906,51.1903,48.5189,44.2157,37.5789,29.4020,21.8896,11.1563
11.888,0.00000,1.00000,0.00000,2,33.0201,0.32647,0.00880,5236.0,0.0,5.7660,13.3156,31.3939,128.9800,83.6603,71.2170,65.9998,62.0335,59.4853,57.1425,54.9810,52.9812,50.4201,47.7887,43.5504,37.0251,29.0282,21.6786,11.1298
11.988,0.00000,1.00000,0.00000,2,36.2905,0.32506,0.00881,5236.0,0.0,5.7782,13.5423,200.0000,126.8040,82.2488,70.0159,64.8867,60.9871,58.4819,56.1785,54.0536,52.0875,49.5696,46.9826,42.8158,36.4112,28.6099,21.4376,11.0932
12.085,0.00000,1.00000,0.00000,2,39.5541,0.32351,0.00881,5236.0,0.0,5.7951,13.8330,200.0000,124.4250,80.7056,68.7023,63.6692,59.8426,57.3846,55.1246,53.0393,51.1101,48.6395,46.1011,42.0125,35.7369,28.1464,21.1651,11.0447
12.186,0.00000,1.00000,0.00000,2,42.8129,0.32183,0.00881,5265.9,0.0,5.8259,14.2046,200.0000,121.8410,79.0297,67.2755,62.3469,58.5998,56.1928,53.9796,51.9379,50.0486,47.6293,45.1437,41.1399,35.0011,27.6356,20.8584,10.9819
12.289,0.00000,0.94383,0.00000,2,46.1669,0.32002,0.00881,5738.3,0.0,5.8743,14.6797,200.0000,119.0450,77.2178,65.7332,60.9179,57.2567,54.9049,52.7424,50.7475,48.9017,46.5379,44.1090,40.1971,34.2024,27.0757,20.5154,10.9026
12.386,0.00000,0.90534,0.00000,2,49.6442,0.31726,0.01171,6167.8,0.0,5.9501,15.3037,200.0000,116.0210,75.2563,64.0638,59.3705,55.8025,53.5105,51.4029,49.4586,47.6598,45.3559,42.9889,39.1764,33.3342,26.4579,20.1267,10.7993
12.489,0.00000,0.64957,0.00000,2,52.8976,0.31335,0.02109,6581.3,0.0,6.0465,16.0908,200.0000,112.8200,73.1755,62.2913,57.7277,54.2581,52.0291,49.9799,48.0895,46.3402,44.0999,41.7983,38.0912,32.4105,25.7933,19.7030,10.6794
12.587,0.00000,0.80585,0.00000,2,56.3468,0.30676,0.03107,7031.6,0.0,6.1740,17.1161,200.0000,109.4040,70.9580,60.4032,55.9778,52.6131,50.4519,48.4645,46.6313,44.9351,42.7627,40.5309,36.9359,31.4275,25.0751,19.2362,10.5355
12.686,0.36642,0.72570,0.00000,2,59.8543,0.29877,0.02788,7456.5,0.0,6.2240,17.0856,200.0000,123.6060,75.6641,63.4249,58.4025,54.6265,52.2194,50.0192,48.0004,46.1416,43.7740,41.3566,37.4941,31.6492,25.1443,19.2512,10.5011
12.799,0.15334,0.98689,0.00000,3,61.1580,0.30118,-0.01449,5902.8,0.0,5.9261,14.1256,36.0809,200.0000,122.9870,92.8093,82.0888,74.5643,69.9882,65.9461,62.3499,59.1300,55.1495,51.2186,45.2018,36.6657,28.0234,21.0167,10.9281
