time,steer,accel,brake,gear,speedX,speedY,speedZ,frontLeftSpin,frontRightSpin,rearLeftSpin,rearRightSpin,trackPos,distFromStart,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,focus_0,focus_1,focus_2,focus_3,focus_4
1.364,0.0,0.9999999999999976,0.0,3,59.1422,-0.00170858,0.365178,54.0475,54.0464,113.882,113.882,0.317518,0.280059,0.0105808,11793.3,0.0,5.94052,15.2204,200.0,116.45,75.5197,64.2844,59.574,55.9927,53.6922,51.577,49.6257,47.8204,45.5082,43.1327,39.3067,33.4442,26.5361,20.1759,10.8122,-1.0,-1.0,-1.0,-1.0,-1.0
1.384,0.0,0.9999999999999982,0.0,3,60.1044,-0.0018445,0.39454,54.9261,54.9249,115.093,115.093,0.316872,0.61569,0.0127605,11918.1,0.0,5.9603,15.3862,200.0,115.706,75.0361,63.8727,59.1922,55.6338,53.3482,51.2464,49.3075,47.5136,45.2164,42.8563,39.0546,33.2297,26.3829,20.0791,10.7861,-1.0,-1.0,-1.0,-1.0,-1.0
1.404,0.0,0.9999999999999987,0.0,3,61.0738,-0.00207934,0.424923,55.8079,55.8066,116.202,116.202,0.316091,0.956726,0.0149742,12032.5,0.0,5.98161,15.5623,200.0,114.951,74.5455,63.4546,58.8047,55.2696,52.9987,50.9106,48.9846,47.2023,44.9201,42.5752,38.7985,33.0116,26.2267,19.9801,10.7588,-1.0,-1.0,-1.0,-1.0,-1.0
1.424,0.0,0.999999999999999,0.0,3,62.0485,-0.00237892,0.452454,56.6932,56.6918,117.233,117.233,0.31517,1.30326,0.0172228,12138.8,0.0,6.00457,15.7497,200.0,114.185,74.0473,63.0301,58.4111,54.8996,52.6438,50.5696,48.6564,46.8861,44.6191,42.2899,38.5384,32.7902,26.0674,19.8787,10.7302,-1.0,-1.0,-1.0,-1.0,-1.0
1.444,0.0,0.9999999999999992,0.0,3,62.586,-0.010817,0.202422,57.2904,57.2777,124.314,124.314,0.314107,1.65382,0.0194235,12883.3,0.0,6.02861,15.9426,200.0,113.498,73.5795,62.6269,58.0354,54.545,52.3029,50.2414,48.34,46.5806,44.3275,42.0129,38.2848,32.5729,25.9104,19.7781,10.701,-1.0,-1.0,-1.0,-1.0,-1.0
1.464,0.0,0.9999999999999994,0.0,3,63.4586,-0.00627907,0.142325,58.0064,58.0126,126.93,126.93,0.312899,2.00845,0.0217551,13149.0,0.0,6.05498,16.1557,200.0,112.678,73.0542,62.1813,57.623,54.1579,51.9319,49.8854,47.9976,46.2508,44.0139,41.7157,38.0145,32.3435,25.7442,19.6712,10.6696,-1.0,-1.0,-1.0,-1.0,-1.0
1.484,0.0,0.9999999999999996,0.0,3,64.3813,-0.00461276,0.113171,58.8316,58.8333,128.837,128.837,0.311534,2.36807,0.0241001,13342.7,0.0,6.08305,16.3806,200.0,111.868,72.5309,61.7364,57.2108,53.7705,51.5604,49.5287,47.6545,45.9201,43.6993,41.4178,37.7429,32.1125,25.5763,19.5627,10.637,-1.0,-1.0,-1.0,-1.0,-1.0
1.504,0.0,0.9999999999999997,0.0,3,65.3535,-0.00450556,0.112896,59.7018,59.7003,130.07,130.07,0.310013,2.73302,0.0264677,13467.1,0.0,6.11287,16.6195,200.0,111.061,72.006,61.289,56.7962,53.3807,51.1867,49.1695,47.3087,45.587,43.3822,41.1171,37.4689,31.8792,25.4061,19.4521,10.6031,-1.0,-1.0,-1.0,-1.0,-1.0
1.524,0.0,0.9999999999999998,0.0,3,66.3625,-0.00534274,0.133562,60.6093,60.6057,130.786,130.786,0.308319,3.10346,0.0288623,13539.1,0.0,6.1446,16.874,200.0,110.252,71.4771,60.8378,56.3778,52.9873,50.8092,48.8066,46.9594,45.2505,43.0617,40.8132,37.1917,31.6431,25.233,19.3392,10.5678,-1.0,-1.0,-1.0,-1.0,-1.0
1.544,0.0,0.9999999999999998,0.0,3,67.3918,-0.00671723,0.164955,61.5415,61.5367,131.206,131.206,0.30645,3.47964,0.031288,13581.7,0.0,6.17835,17.1455,200.0,109.437,70.9427,60.3816,55.9545,52.589,50.4272,48.4396,46.6061,44.9096,42.7374,40.5055,36.9111,31.404,25.057,19.2239,10.531,-1.0,-1.0,-1.0,-1.0,-1.0
