time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
1939.482,0.0000,1.0000,0.0000,1,7.99,0.3332,0.0089,5236.0,0.0,5.7094,12.6688,22.7453,139.0340,90.2122,76.8023,71.1786,66.9030,64.1560,61.6302,59.3003,57.1441,54.3828,51.5458,46.9758,39.8544,30.9018,22.6890,11.2129
1939.583,0.0000,1.0000,0.0000,1,12.20,0.3327,0.0089,5236.0,0.0,5.7129,12.6920,22.9801,138.4010,89.8013,76.4522,70.8542,66.5979,63.8635,61.3493,59.0299,56.8837,54.1347,51.3108,46.7615,39.6791,30.7886,22.6315,11.2094
1939.703,0.0000,1.0000,0.0000,1,16.46,0.3321,0.0089,5236.0,0.0,5.7180,12.7285,23.3419,137.5060,89.2191,75.9564,70.3946,66.1656,63.4489,60.9509,58.6466,56.5141,53.7833,50.9775,46.4578,39.4304,30.6271,22.5488,11.2045
1939.785,0.0000,1.0000,0.0000,1,20.81,0.3314,0.0089,5663.2,0.0,5.7247,12.7836,23.8814,136.3180,88.4473,75.2989,69.7849,65.5930,62.8995,60.4231,58.1385,56.0247,53.3174,50.5357,46.0552,39.1000,30.4113,22.4365,11.1979
1939.881,0.1675,1.0000,0.0000,2,25.12,0.3313,0.0009,6027.6,0.0,5.6797,12.5165,22.7394,147.0430,92.4567,78.0459,72.0742,67.5617,64.6750,62.0296,59.5965,57.3513,54.4844,51.5492,46.8423,39.6478,30.8226,22.7100,11.2855
1939.982,0.0000,1.0000,0.0000,2,27.74,0.3337,-0.0083,5236.0,0.0,5.6073,12.1757,21.4800,162.4610,97.8717,81.7080,75.1124,70.1679,67.0221,64.1513,61.5206,59.1016,56.0249,52.8877,47.8861,40.3399,31.3489,23.0655,11.4082
1940.083,-0.0552,1.0000,0.0000,2,31.02,0.3349,-0.0076,5236.0,0.0,5.6008,12.2643,22.2235,159.0020,96.1238,80.3192,73.8626,69.0189,65.9363,63.1219,60.5423,58.1696,55.1507,52.0717,47.1602,39.7464,30.9576,22.8588,11.4011
1940.184,-0.0524,1.0000,0.0000,2,34.29,0.3347,-0.0016,5236.0,0.0,5.6364,12.6361,24.7246,145.6440,90.5784,76.2395,70.3217,65.8587,63.0084,60.3990,58.0013,55.7907,52.9712,50.0875,45.4703,38.4584,30.0676,22.3404,11.3150
1940.300,0.0000,1.0000,0.0000,2,37.63,0.3342,0.0002,5236.0,0.0,5.6506,12.8992,27.4290,140.2240,87.8895,74.1280,68.4319,64.1305,61.3800,58.8602,56.5432,54.4058,51.6774,48.8847,44.4087,37.6011,29.4814,22.0031,11.2647
1940.386,0.0000,1.0000,0.0000,2,40.89,0.3341,0.0002,5236.0,0.0,5.6529,13.1279,32.6557,137.6570,86.2727,72.7622,67.1705,62.9478,60.2479,57.7744,55.4997,53.4015,50.7234,47.9819,43.5882,36.9070,29.0094,21.7327,11.2265
