timestamp,steer,accel,brake,gear,speedX,speedY,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
259.417,0.00000,0.97459,0.00000,1,5.7908,-0.0001,0.33329,0.00885,5236.0,0.0,5.7080,12.6598,22.6628,139.3100,90.3756,76.9375,71.3026,67.0185,64.2662,61.7355,59.4009,57.2406,54.4740,51.6315,47.0533,39.9171,30.9427,22.7100,11.2145,5.2859,5.3042,6.9151,6.9151,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.439,0.00000,0.93320,0.00000,1,6.6140,-0.0001,0.33324,0.00885,5236.0,0.0,5.7084,12.6624,22.6901,139.2350,90.3263,76.8950,71.2632,66.9814,64.2304,61.7012,59.3679,57.2090,54.4438,51.6030,47.0271,39.8957,30.9288,22.7031,11.2141,6.2783,6.3406,8.0956,8.0956,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.460,0.00000,0.87686,0.00000,1,7.5399,-0.0002,0.33317,0.00885,5236.0,0.0,5.7090,12.6659,22.7251,139.1330,90.2611,76.8398,71.2122,66.9334,64.1846,61.6571,59.3256,57.1681,54.4050,51.5662,46.9937,39.8684,30.9112,22.6941,11.2135,7.0367,7.0030,9.0152,9.0152,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.479,0.00000,0.88488,0.00000,1,8.3737,-0.0002,0.33311,0.00885,5236.0,0.0,5.7095,12.6694,22.7612,139.0340,90.1959,76.7848,71.1610,66.8854,64.1385,61.6127,59.2828,57.1269,54.3658,51.5292,46.9599,39.8408,30.8934,22.6852,11.2130,7.4772,7.4367,9.3033,9.3033,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.500,0.00000,0.90347,0.00000,1,9.1833,-0.0001,0.33303,0.00885,5236.0,0.0,5.7101,12.6734,22.8009,138.9240,90.1251,76.7241,71.1046,66.8324,64.0876,61.5640,59.2358,57.0817,54.3229,51.4882,46.9225,39.8104,30.8738,22.6752,11.2124,8.0437,8.0310,9.8019,9.8019,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.520,0.00000,0.89772,0.00000,1,9.9778,-0.0000,0.33296,0.00885,5236.0,0.0,5.7108,12.6777,22.8452,138.8040,90.0472,76.6577,71.0431,66.7746,64.0322,61.5107,59.1847,57.0322,54.2757,51.4437,46.8819,39.7772,30.8522,22.6643,11.2117,8.7557,8.7540,10.5860,10.5860,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.539,0.00000,0.91527,0.00000,1,10.7661,-0.0000,0.33287,0.00885,5236.0,0.0,5.7115,12.6825,22.8935,138.6740,89.9629,76.5859,70.9766,66.7119,63.9722,61.4531,59.1292,56.9789,54.2249,51.3955,46.8380,39.7413,30.8290,22.6525,11.2110,9.5894,9.6000,11.3232,11.3232,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.560,0.00000,0.90979,0.00000,1,11.5555,-0.0000,0.33278,0.00885,5236.0,0.0,5.7123,12.6877,22.9463,138.5350,89.8720,76.5086,70.9049,66.6445,63.9074,61.3909,59.0694,56.9213,54.1702,51.3437,46.7907,39.7026,30.8040,22.6398,11.2102,10.4522,10.4631,12.2491,12.2491,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.580,0.00000,0.90259,0.00000,1,12.3524,-0.0001,0.33268,0.00885,5236.0,0.0,5.7132,12.6934,23.0037,138.3840,89.7743,76.4255,70.8278,66.5723,63.8382,61.3245,59.0053,56.8596,54.1115,51.2879,46.7400,39.6610,30.7771,22.6262,11.2094,11.2614,11.2686,13.0831,13.0831,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.599,0.00000,0.90087,0.00000,1,13.1527,-0.0001,0.33258,0.00885,5236.0,0.0,5.7141,12.6997,23.0663,138.2240,89.6705,76.3368,70.7458,66.4951,63.7642,61.2534,58.9371,56.7936,54.0488,51.2284,46.6858,39.6167,30.7484,22.6115,11.2085,12.0164,12.0199,13.8312,13.8312,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.620,0.00000,0.89840,0.00000,1,13.9523,-0.0001,0.33246,0.00885,5236.0,0.0,5.7150,12.7065,23.1337,138.0540,89.5599,76.2427,70.6589,66.4131,63.6856,61.1779,58.8643,56.7234,53.9821,51.1652,46.6282,39.5695,30.7178,22.5959,11.2076,12.7492,12.7504,14.5723,14.5723,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.641,0.00000,0.89754,0.00000,1,14.7494,-0.0001,0.33235,0.00885,5236.0,0.0,5.7160,12.7139,23.2065,137.8740,89.4430,76.1434,70.5665,66.3262,63.6024,61.0979,58.7875,56.6495,53.9116,51.0985,46.5672,39.5197,30.6854,22.5792,11.2066,13.4800,13.4802,15.3023,15.3023,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.660,0.00000,0.89189,0.00000,1,15.5439,-0.0001,0.33222,0.00885,5236.0,0.0,5.7171,12.7218,23.2848,137.6830,89.3196,76.0382,70.4691,66.2348,63.5147,61.0136,58.7063,56.5711,53.8372,51.0280,46.5030,39.4671,30.6512,22.5615,11.2056,14.2095,14.2095,16.0595,16.0595,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.680,0.00000,0.89141,0.00000,1,16.3356,-0.0001,0.33209,0.00885,5236.0,0.0,5.7182,12.7304,23.3693,137.4830,89.1898,75.9277,70.3667,66.1385,63.4221,60.9249,58.6209,56.4890,53.7588,50.9537,46.4355,39.4116,30.6151,22.5430,11.2045,14.9352,14.9352,16.7767,16.7767,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.700,0.00000,0.88658,0.00000,1,17.2028,-0.0001,0.33194,0.00885,5236.0,0.0,5.7195,12.7406,23.4691,137.2520,89.0395,75.7997,70.2481,66.0271,63.3153,60.8221,58.5220,56.3938,53.6683,50.8679,46.3570,39.3474,30.5734,22.5214,11.2032,15.7289,15.7289,17.5947,17.5947,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.721,0.00000,0.88298,0.00000,1,17.9884,-0.0001,0.33180,0.00885,5236.0,0.0,5.7207,12.7506,23.5669,137.0310,88.8961,75.6777,70.1348,65.9209,63.2135,60.7244,58.4278,56.3030,53.5818,50.7859,46.2824,39.2862,30.5334,22.5006,11.2020,16.4478,16.4478,18.3231,18.3231,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.744,0.00000,0.88205,0.00000,1,18.7711,-0.0001,0.33164,0.00885,5236.0,0.0,5.7220,12.7613,23.6718,136.8000,88.7467,75.5501,70.0169,65.8098,63.1070,60.6221,58.3294,56.2082,53.4916,50.7003,46.2045,39.2221,30.4915,22.4789,11.2007,17.1640,17.1639,19.0371,19.0371,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.763,0.00000,0.87835,0.00000,1,19.5511,-0.0001,0.33149,0.00885,5236.0,0.0,5.7234,12.7728,23.7840,136.5600,88.5902,75.4174,69.8937,65.6939,62.9959,60.5154,58.2269,56.1093,53.3975,50.6112,46.1232,39.1555,30.4480,22.4560,11.1994,17.8777,17.8777,19.7685,19.7685,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.783,0.00000,0.87726,0.00000,1,20.3288,-0.0001,0.33132,0.00885,5236.0,0.0,5.7248,12.7851,23.9043,136.3090,88.4278,75.2791,69.7655,65.5737,62.8805,60.4046,58.1201,56.0065,53.2997,50.5184,46.0386,39.0860,30.4024,22.4323,11.1980,18.5893,18.5892,20.4786,20.4786,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.802,0.00000,0.87401,0.00000,1,21.1041,-0.0001,0.33115,0.00885,5236.0,0.0,5.7262,12.7982,24.0331,136.0490,88.2593,75.1355,69.6326,65.4486,62.7607,60.2893,58.0092,55.8997,53.1979,50.4220,45.9508,39.0138,30.3551,22.4074,11.1966,19.2986,19.2986,21.2029,21.2029,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.822,0.00000,0.87211,0.00000,1,21.8773,-0.0001,0.33098,0.00885,5236.0,0.0,5.7277,12.8122,24.1710,135.7800,88.0842,74.9867,69.4944,65.3186,62.6360,60.1697,57.8942,55.7887,53.0924,50.3221,45.8597,38.9388,30.3059,22.3813,11.1951,20.0061,20.0060,21.9141,21.9141,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.841,0.00000,0.87022,0.00000,1,22.6483,-0.0001,0.33080,0.00885,5236.0,0.0,5.7293,12.8272,24.3190,135.5010,87.9031,74.8322,69.3513,65.1844,62.5073,60.0458,57.7750,55.6739,52.9831,50.2184,45.7653,38.8612,30.2548,22.3545,11.1936,20.7115,20.7115,22.6258,22.6258,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.861,0.00000,0.86810,0.00000,1,23.4172,-0.0001,0.33061,0.00885,5236.0,0.0,5.7309,12.8432,24.4776,135.2120,87.7158,74.6726,69.2034,65.0452,62.3738,59.9178,57.6518,55.5553,52.8700,50.1114,45.6677,38.7806,30.2019,22.3263,11.1920,21.4150,21.4149,23.3368,23.3368,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.883,0.00000,0.86584,0.00000,1,24.1840,-0.0001,0.33041,0.00885,5236.0,0.0,5.7326,12.8601,24.6478,134.9130,87.5217,74.5078,69.0506,64.9014,62.2361,59.7853,57.5244,55.4323,52.7532,50.0006,45.5667,38.6975,30.1471,22.2970,11.1904,22.1166,22.1165,24.0462,24.0462,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.903,0.00000,0.86355,0.00000,1,24.9487,-0.0001,0.33021,0.00885,5236.0,0.0,5.7343,12.8782,24.8310,134.6050,87.3217,74.3373,68.8925,64.7532,62.0940,59.6486,57.3929,55.3056,52.6327,49.8864,45.4625,38.6117,30.0905,22.2667,11.1887,22.8163,22.8163,24.7537,24.7537,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.921,0.00000,0.86122,0.00000,1,25.7114,-0.0001,0.33000,0.00885,5236.0,0.0,5.7361,12.8974,25.0281,134.2870,87.1157,74.1616,68.7300,64.6000,61.9472,59.5078,57.2574,55.1750,52.5083,49.7683,45.3553,38.5231,30.0318,22.2352,11.1868,23.5142,23.5142,25.4595,25.4595,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.942,0.00000,0.86080,0.00000,1,26.4718,-0.0001,0.32979,0.00885,5236.0,0.0,5.7379,12.9178,25.2406,133.9590,86.9031,73.9811,68.5622,64.4426,61.7961,59.3625,57.1177,55.0404,52.3803,49.6472,45.2445,38.4317,29.9714,22.2026,11.1846,24.2102,24.2101,26.1532,26.1532,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.961,0.00000,0.85680,0.00000,1,27.2303,-0.0001,0.32957,0.00885,5236.0,0.0,5.7398,12.9394,25.4705,133.6230,86.6843,73.7949,68.3899,64.2807,61.6406,59.2133,56.9740,54.9020,52.2485,49.5222,45.1308,38.3377,29.9090,22.1689,11.1823,24.9042,24.9042,26.8676,26.8676,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
259.981,0.00000,0.85647,0.00000,1,27.9869,-0.0001,0.32934,0.00885,5236.0,0.0,5.7417,12.9625,25.7195,133.2760,86.4595,73.6033,68.2124,64.1139,61.4810,59.0598,56.8264,54.7596,52.1130,49.3937,45.0137,38.2410,29.8447,22.1339,11.1796,25.5967,25.5966,27.5541,27.5541,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
260.001,0.00000,0.85415,0.00000,1,28.7414,-0.0001,0.32911,0.00885,5236.0,0.0,5.7437,12.9870,25.9907,132.9200,86.2285,73.4069,68.0301,63.9426,61.3165,58.9020,56.6744,54.6133,51.9738,49.2617,44.8934,38.1415,29.7785,22.0978,11.1767,26.2846,26.2846,28.2537,28.2537,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
260.023,0.00000,0.85137,0.00000,1,29.4937,-0.0001,0.32887,0.00885,5236.0,0.0,5.7458,13.0128,26.2866,132.5540,85.9911,73.2047,67.8430,63.7666,61.1477,58.7398,56.5185,54.4629,51.8308,49.1262,44.7698,38.0392,29.7103,22.0605,11.1735,26.9730,26.9731,28.9525,28.9525,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
260.042,0.00000,0.85034,0.00000,1,30.2436,-0.0001,0.32862,0.00885,5236.0,0.0,5.7479,13.0402,26.6113,132.1780,85.7478,72.9975,67.6512,63.5861,60.9746,58.5736,56.3585,54.3089,51.6841,48.9871,44.6432,37.9343,29.6402,22.0219,11.1699,27.6602,27.6603,29.6398,29.6398,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
