timestamp,steer,accel,brake,gear,speedX,speedY,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
37.433,0.00000,0.99998,0.00000,1,5.0973,0.0019,0.33303,0.00327,942.5,0.0,5.6780,12.4522,21.7389,147.6110,93.7157,79.3131,73.3232,68.7885,65.8842,63.2196,60.7667,58.5010,55.6062,52.6386,47.8739,40.5324,31.3824,22.9794,11.2743,5.4588,2.9112,4.6484,5.2160,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.454,0.00000,0.99998,0.00000,1,5.4238,-0.0018,0.33301,0.00321,942.5,0.0,5.6778,12.4515,21.7473,147.6420,93.7120,79.3046,73.3133,68.7778,65.8730,63.2080,60.7548,58.4893,55.5941,52.6265,47.8618,40.5216,31.3760,22.9768,11.2748,3.2001,5.7334,5.4974,4.9467,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.475,0.00000,0.99998,0.00000,1,5.7503,0.0016,0.33300,0.00327,942.5,0.0,5.6783,12.4555,21.7775,147.4700,93.6263,79.2373,73.2533,68.7227,65.8212,63.1591,60.7086,58.4454,55.5531,52.5884,47.8282,40.4947,31.3583,22.9675,11.2740,6.0070,3.4907,5.2454,5.7782,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.496,0.00000,0.99998,0.00000,1,6.0768,-0.0016,0.33298,0.00321,942.5,0.0,5.6781,12.4550,21.7886,147.4910,93.6164,79.2238,73.2387,68.7076,65.8058,63.1437,60.6929,58.4297,55.5374,52.5729,47.8131,40.4817,31.3504,22.9642,11.2745,3.7807,6.2786,6.0590,5.5402,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.516,0.00000,0.99998,0.00000,1,6.4034,0.0015,0.33296,0.00327,942.5,0.0,5.6786,12.4593,21.8213,147.3130,93.5261,79.1525,73.1748,68.6494,65.7506,63.0914,60.6435,58.3826,55.4936,52.5321,47.7770,40.4529,31.3314,22.9541,11.2737,6.5516,4.0697,5.8352,6.3392,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.538,0.00000,0.99998,0.00000,1,6.7300,-0.0014,0.33294,0.00321,942.5,0.0,5.6785,12.4592,21.8353,147.3230,93.5100,79.1339,73.1555,68.6299,65.7313,63.0721,60.6241,58.3634,55.4745,52.5134,47.7590,40.4373,31.3220,22.9501,11.2742,4.3582,6.8225,6.6189,6.1277,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.558,0.00000,0.99998,0.00000,1,7.0566,0.0013,0.33292,0.00327,942.5,0.0,5.6790,12.4637,21.8706,147.1380,93.4155,79.0587,73.0880,68.5678,65.6728,63.0167,60.5716,58.3135,55.4277,52.4697,47.7203,40.4062,31.3015,22.9394,11.2734,7.0938,4.6479,6.4203,6.8983,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.571,0.00000,0.99998,0.00000,1,7.3834,-0.0013,0.33290,0.00321,942.5,0.0,5.6788,12.4638,21.8874,147.1380,93.3935,79.0350,73.0643,68.5442,65.6492,62.9933,60.5485,58.2906,55.4052,52.4477,47.6994,40.3883,31.2905,22.9346,11.2738,4.9365,7.3630,7.1768,6.7107,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.593,0.00000,0.99998,0.00000,1,7.7113,0.0011,0.33288,0.00327,980.6,0.0,5.6794,12.4686,21.9256,146.9470,93.2935,78.9558,72.9927,68.4784,65.5872,62.9346,60.4928,58.2374,55.3554,52.4014,47.6581,40.3551,31.2687,22.9232,11.2730,7.6325,5.2269,7.0227,7.4749,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.613,0.00000,0.99998,0.00000,1,8.0445,-0.0011,0.33285,0.00322,1022.4,0.0,5.6792,12.4692,21.9456,146.9360,93.2653,78.9269,72.9641,68.4503,65.5592,62.9072,60.4657,58.2110,55.3295,52.3762,47.6341,40.3349,31.2561,22.9174,11.2734,5.5224,7.9044,7.7781,7.3389,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.634,0.00000,0.99998,0.00000,1,8.3833,0.0010,0.33283,0.00327,1063.8,0.0,5.6798,12.4742,21.9865,146.7390,93.1613,78.8437,72.8890,68.3811,65.4939,62.8451,60.4068,58.1548,55.2768,52.3269,47.5903,40.2995,31.2329,22.9054,11.2726,8.1787,5.8247,7.6513,8.0814,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.655,0.00000,0.99998,0.00000,1,8.7256,-0.0009,0.33280,0.00322,1104.1,0.0,5.6797,12.4752,22.0100,146.7160,93.1261,78.8092,72.8554,68.3484,65.4617,62.8134,60.3757,58.1243,55.2472,52.2982,47.5634,40.2764,31.2187,22.8987,11.2730,6.1320,8.4555,8.3784,7.9514,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.675,0.00000,0.99998,0.00000,1,9.0706,0.0009,0.33277,0.00327,1144.4,0.0,5.6802,12.4804,22.0541,146.5150,93.0180,78.7223,72.7770,68.2761,65.3931,62.7485,60.3139,58.0651,55.1917,52.2463,47.5170,40.2392,31.1942,22.8860,11.2722,8.7313,6.4449,8.2503,8.6757,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.697,0.00000,0.99998,0.00000,1,9.4182,-0.0009,0.33275,0.00322,1184.8,0.0,5.6801,12.4818,22.0811,146.4790,92.9760,78.6820,72.7381,68.2381,65.3562,62.7123,60.2785,58.0308,55.1582,52.2139,47.4868,40.2136,31.1781,22.8785,11.2725,6.7646,9.0066,8.9747,8.5498,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.717,0.00000,0.99998,0.00000,1,9.7684,0.0009,0.33272,0.00327,1224.9,0.0,5.6807,12.4874,22.1283,146.2720,92.8643,78.5917,72.6563,68.1625,65.2846,62.6441,60.2137,57.9688,55.0999,52.1594,47.4380,40.1742,31.1523,22.8651,11.2717,9.2889,7.0911,8.8473,9.2723,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.731,0.00000,0.99998,0.00000,1,10.1193,0.0025,0.33269,0.00324,1259.8,0.0,5.6807,12.4899,22.1625,146.1960,92.8033,78.5375,72.6048,68.1138,65.2373,62.5984,60.1692,57.9256,55.0586,52.1198,47.4015,40.1436,31.1330,22.8555,11.2718,8.5230,8.6589,9.5378,9.1055,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.752,0.00000,0.99998,0.00000,1,10.4813,-0.0011,0.33266,0.00323,1306.3,0.0,5.6810,12.4939,22.2044,146.0650,92.7192,78.4661,72.5389,68.0519,65.1780,62.5414,60.1147,57.8729,55.0085,52.0724,47.3583,40.1081,31.1100,22.8441,11.2716,7.5348,10.0299,9.3714,9.9550,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.773,0.00000,0.99998,0.00000,1,10.8328,-0.0012,0.33263,0.00321,1346.1,0.0,5.6811,12.4971,22.2433,145.9710,92.6491,78.4047,72.4813,67.9970,65.1251,62.4904,60.0650,57.8250,54.9626,52.0287,47.3180,40.0746,31.0885,22.8336,11.2716,7.8629,10.5672,10.2027,9.7145,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.794,0.00000,0.99998,0.00000,1,11.2024,0.0001,0.33259,0.00323,1379.1,0.0,5.6815,12.5028,22.2947,145.7810,92.5399,78.3145,72.3989,67.9204,65.0520,62.4206,59.9984,57.7612,54.9022,51.9718,47.2669,40.0328,31.0614,22.8195,11.2710,9.5380,9.0552,9.9935,10.4235,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.815,0.05307,0.99998,0.00000,1,11.5591,0.0003,0.33256,0.00325,1424.1,0.0,5.6819,12.5081,22.3457,145.6130,92.4374,78.2293,72.3203,67.8469,64.9818,62.3535,59.9339,57.6993,54.8437,51.9167,47.2168,39.9917,31.0347,22.8059,11.2706,10.9384,8.4930,10.8619,10.2116,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
